emp_id,age,age_group,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,salary_slab,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM293,31,26-35,no,travel_frequently,444.0,sales,5,3,marketing,1,399,4,female,84.0,3,1,sales representative,2,divorced,2789.0,upto 5k,3909.0,1,y,no,11,3,3,80,1,2,5,2,2,2,2,2
RM304,31,26-35,no,travel_rarely,218.0,sales,7,3,technical degree,1,416,2,male,100.0,4,2,sales executive,4,married,6929.0,5k-10k,12241.0,4,y,no,11,3,2,80,1,10,3,2,8,7,7,7
RM310,31,26-35,no,travel_rarely,691.0,research & development,5,4,technical degree,1,423,3,male,86.0,3,1,research scientist,4,married,4821.0,upto 5k,10077.0,0,y,yes,12,3,3,80,1,6,4,3,5,2,0,3
RM311,31,26-35,no,travel_rarely,106.0,human resources,2,3,human resources,1,424,1,male,62.0,2,2,human resources,1,married,6410.0,5k-10k,17822.0,3,y,no,12,3,4,80,0,9,1,3,2,2,1,0
RM313,31,26-35,no,travel_rarely,192.0,research & development,2,4,life sciences,1,426,3,male,32.0,3,1,research scientist,4,divorced,2695.0,upto 5k,7747.0,0,y,yes,18,3,2,80,1,3,2,1,2,2,2,2
RM322,31,26-35,no,travel_rarely,691.0,sales,7,3,marketing,1,438,4,male,73.0,3,2,sales executive,4,divorced,7547.0,5k-10k,7143.0,4,y,no,12,3,4,80,3,13,3,3,7,7,1,7
RM326,31,26-35,no,travel_frequently,798.0,research & development,7,2,life sciences,1,442,3,female,48.0,2,3,manufacturing director,3,married,8943.0,5k-10k,14034.0,1,y,no,24,4,1,80,1,10,2,3,10,9,8,9
RM343,31,26-35,no,travel_rarely,1232.0,research & development,7,4,medical,1,462,3,female,39.0,3,3,manufacturing director,4,single,7143.0,5k-10k,25713.0,1,y,yes,14,3,3,80,0,11,2,2,11,9,4,10
RM370,31,26-35,no,travel_rarely,408.0,research & development,9,4,life sciences,1,493,3,male,42.0,2,1,research scientist,2,single,2657.0,upto 5k,7551.0,0,y,yes,16,3,4,80,0,3,5,3,2,2,2,2
RM395,31,26-35,no,travel_rarely,480.0,research & development,7,2,medical,1,524,2,female,31.0,3,2,manufacturing director,1,married,4306.0,upto 5k,4156.0,1,y,no,12,3,2,80,1,13,5,1,13,10,3,12
RM400,31,26-35,no,travel_rarely,329.0,research & development,1,2,life sciences,1,530,4,male,98.0,2,1,laboratory technician,1,married,2218.0,upto 5k,16193.0,1,y,no,12,3,3,80,1,4,3,3,4,2,3,2
RM435,31,26-35,no,travel_rarely,1274.0,research & development,9,1,life sciences,1,581,3,male,33.0,3,3,manufacturing director,2,divorced,10648.0,10k-15k,14394.0,1,y,no,25,4,4,80,1,13,6,4,13,8,0,8
RM440,31,26-35,yes,travel_frequently,534.0,research & development,20,3,life sciences,1,587,1,male,66.0,3,3,healthcare representative,3,married,9824.0,5k-10k,22908.0,3,y,no,12,3,1,80,0,12,2,3,1,0,0,0
RM451,31,26-35,no,travel_rarely,828.0,sales,2,1,life sciences,1,604,2,male,77.0,3,2,sales executive,4,single,6582.0,5k-10k,8346.0,4,y,yes,13,3,3,80,0,10,2,4,6,5,0,5
RM457,31,26-35,no,travel_rarely,688.0,sales,7,3,life sciences,1,613,3,male,44.0,2,3,manager,4,divorced,11557.0,10k-15k,25291.0,9,y,no,21,4,3,80,1,10,3,2,5,4,0,1
RM483,31,26-35,yes,travel_rarely,1365.0,sales,13,4,medical,1,650,2,male,46.0,3,2,sales executive,1,divorced,4233.0,upto 5k,11512.0,2,y,no,17,3,3,80,0,9,2,1,3,1,1,2
RM485,31,26-35,no,travel_rarely,525.0,sales,6,4,medical,1,653,1,male,66.0,4,2,sales executive,4,divorced,5460.0,5k-10k,6219.0,4,y,no,22,4,4,80,2,13,4,4,7,7,5,7
RM645,31,26-35,no,travel_rarely,1222.0,research & development,11,4,life sciences,1,895,4,male,48.0,3,1,research scientist,4,married,2356.0,upto 5k,14871.0,3,y,yes,19,3,2,80,1,8,2,3,6,4,0,2
RM676,31,26-35,no,travel_rarely,154.0,sales,7,4,life sciences,1,941,2,male,41.0,2,1,sales representative,3,married,2329.0,upto 5k,11737.0,3,y,no,15,3,2,80,0,13,2,4,7,7,5,2
RM680,31,26-35,no,non-travel,1188.0,sales,20,2,marketing,1,947,4,female,45.0,3,2,sales executive,3,married,6932.0,5k-10k,24406.0,1,y,no,13,3,4,80,1,9,2,2,9,8,0,0
RM691,31,26-35,no,travel_rarely,616.0,research & development,12,3,medical,1,961,4,female,41.0,3,2,healthcare representative,4,married,5855.0,5k-10k,17369.0,0,y,yes,11,3,3,80,2,10,2,1,9,7,8,5
RM710,31,26-35,yes,non-travel,335.0,research & development,9,2,medical,1,991,3,male,46.0,2,1,research scientist,1,single,2321.0,upto 5k,10322.0,0,y,yes,22,4,1,80,0,4,0,3,3,2,1,2
RM727,31,26-35,no,travel_frequently,853.0,research & development,1,1,life sciences,1,1011,3,female,96.0,3,2,manufacturing director,1,married,4148.0,upto 5k,11275.0,1,y,no,12,3,3,80,1,4,1,3,4,3,0,3
RM819,31,26-35,no,travel_frequently,793.0,sales,20,3,life sciences,1,1135,3,male,67.0,4,1,sales representative,4,married,2791.0,upto 5k,21981.0,0,y,no,12,3,1,80,1,3,4,3,2,2,2,2
RM832,31,26-35,yes,travel_frequently,874.0,research & development,15,3,medical,1,1160,3,male,72.0,3,1,laboratory technician,3,married,2610.0,upto 5k,6233.0,1,y,no,12,3,3,80,1,2,5,2,2,2,2,2
RM896,31,26-35,no,travel_rarely,1332.0,research & development,11,2,medical,1,1251,3,male,80.0,3,2,healthcare representative,1,married,6833.0,5k-10k,17089.0,1,y,yes,12,3,4,80,0,6,2,2,6,5,0,1
RM897,31,26-35,no,travel_rarely,1062.0,research & development,24,3,medical,1,1252,3,female,96.0,2,2,healthcare representative,1,single,6812.0,5k-10k,17198.0,1,y,no,19,3,2,80,0,10,2,3,10,9,1,8
RM951,31,26-35,no,non-travel,587.0,sales,2,4,life sciences,1,1324,4,female,57.0,3,3,sales executive,3,divorced,9852.0,5k-10k,8935.0,1,y,yes,19,3,1,80,1,10,5,2,10,8,9,6
RM953,31,26-35,yes,travel_frequently,1060.0,sales,1,3,life sciences,1,1331,4,female,54.0,3,1,sales representative,2,single,2302.0,upto 5k,8319.0,1,y,yes,11,3,1,80,0,3,2,4,3,2,2,2
RM981,31,26-35,yes,travel_frequently,703.0,sales,2,3,life sciences,1,1379,3,female,90.0,2,1,sales representative,4,single,2785.0,upto 5k,11882.0,7,y,no,14,3,3,80,0,3,3,4,1,0,0,0
RM986,31,26-35,yes,travel_rarely,330.0,research & development,22,4,medical,1,1389,4,male,98.0,3,2,manufacturing director,3,married,6179.0,5k-10k,21057.0,1,y,yes,15,3,4,80,2,10,3,2,10,2,6,7
RM1013,31,26-35,yes,travel_frequently,667.0,sales,1,4,life sciences,1,1427,2,female,50.0,1,1,sales representative,3,single,1359.0,upto 5k,16154.0,1,y,no,12,3,2,80,0,1,3,3,1,0,0,0
RM1015,31,26-35,no,travel_rarely,182.0,research & development,8,5,life sciences,1,1430,1,female,93.0,3,4,research director,2,single,16422.0,15k+,8847.0,3,y,no,11,3,3,80,0,9,3,4,3,2,1,0
RM1017,31,26-35,yes,travel_rarely,202.0,research & development,8,3,life sciences,1,1433,1,female,34.0,2,1,research scientist,2,single,1261.0,upto 5k,22262.0,1,y,no,12,3,3,80,0,1,3,4,1,0,0,0
RM1031,31,26-35,no,travel_rarely,326.0,sales,8,2,life sciences,1,1453,1,male,31.0,3,3,sales executive,4,divorced,10793.0,10k-15k,8386.0,1,y,no,18,3,1,80,1,13,5,3,13,7,9,9
RM1034,31,26-35,yes,travel_frequently,1445.0,research & development,1,5,life sciences,1,1459,3,female,100.0,4,3,manufacturing director,2,single,7446.0,5k-10k,8931.0,1,y,no,11,3,1,80,0,10,2,3,10,8,4,7
RM1036,31,26-35,no,travel_rarely,1398.0,human resources,8,2,medical,1,1461,4,female,96.0,4,1,human resources,2,single,2109.0,upto 5k,24609.0,9,y,no,18,3,4,80,0,8,3,3,3,2,0,2
RM1037,31,26-35,yes,travel_frequently,523.0,research & development,2,3,life sciences,1,1464,2,male,94.0,3,1,laboratory technician,4,married,3722.0,upto 5k,21081.0,6,y,yes,13,3,3,80,1,7,2,1,2,2,2,2
RM1086,31,26-35,yes,travel_frequently,561.0,research & development,3,3,life sciences,1,1537,4,female,33.0,3,1,research scientist,3,single,4084.0,upto 5k,4156.0,1,y,no,12,3,1,80,0,7,2,1,7,2,7,7
RM1145,31,26-35,no,travel_frequently,715.0,sales,2,4,other,1,1613,4,male,54.0,3,2,sales executive,1,single,5332.0,5k-10k,21602.0,7,y,no,13,3,4,80,0,10,3,3,5,2,0,3
RM1192,31,26-35,no,travel_rarely,1112.0,sales,5,4,life sciences,1,1673,1,female,67.0,3,2,sales executive,4,married,5476.0,5k-10k,22589.0,1,y,no,11,3,1,80,2,10,2,3,10,0,0,2
RM1228,31,26-35,no,travel_rarely,741.0,research & development,2,4,life sciences,1,1721,2,male,69.0,3,1,laboratory technician,3,married,3477.0,upto 5k,18103.0,1,y,no,14,3,4,80,1,6,2,4,5,2,0,3
RM1240,31,26-35,no,travel_frequently,163.0,research & development,24,1,technical degree,1,1736,4,female,30.0,3,2,manufacturing director,4,single,5238.0,5k-10k,6670.0,2,y,no,20,4,4,80,0,9,3,2,5,4,1,4
RM1248,31,26-35,no,travel_rarely,1003.0,sales,5,3,technical degree,1,1749,1,male,51.0,3,2,sales executive,3,married,8346.0,5k-10k,20943.0,1,y,no,19,3,3,80,1,6,3,3,5,2,0,2
RM1258,31,26-35,yes,travel_rarely,1079.0,sales,16,4,marketing,1,1761,1,male,70.0,3,3,sales executive,3,married,8161.0,5k-10k,19002.0,2,y,no,13,3,1,80,3,10,2,3,1,0,0,0
RM1275,31,26-35,no,travel_rarely,196.0,sales,29,4,marketing,1,1784,1,female,91.0,2,2,sales executive,4,married,5468.0,5k-10k,13402.0,1,y,no,14,3,1,80,2,13,3,3,12,7,5,7
RM1307,31,26-35,no,travel_frequently,1125.0,sales,7,4,marketing,1,1833,1,female,68.0,3,3,sales executive,1,married,9637.0,5k-10k,8277.0,2,y,no,14,3,4,80,2,9,3,3,3,2,2,2
RM1313,31,26-35,yes,travel_rarely,359.0,human resources,18,5,human resources,1,1842,4,male,89.0,4,1,human resources,1,married,2956.0,upto 5k,21495.0,0,y,no,17,3,3,80,0,2,4,3,1,0,0,0
RM1342,31,26-35,no,travel_rarely,311.0,research & development,20,3,life sciences,1,1881,2,male,89.0,3,2,laboratory technician,3,divorced,4197.0,upto 5k,18624.0,1,y,no,11,3,1,80,1,10,2,3,10,8,0,2
RM1359,31,26-35,no,travel_rarely,1079.0,sales,10,2,medical,1,1912,3,female,86.0,3,2,sales executive,4,divorced,6583.0,5k-10k,20115.0,2,y,yes,11,3,4,80,1,8,2,3,5,2,1,4
RM1361,31,26-35,no,travel_rarely,471.0,research & development,4,3,medical,1,1916,1,female,62.0,4,1,laboratory technician,3,divorced,3978.0,upto 5k,16031.0,8,y,no,12,3,2,80,1,4,0,2,2,2,2,2
RM1383,31,26-35,no,non-travel,976.0,research & development,3,2,medical,1,1948,3,male,48.0,3,1,research scientist,1,divorced,3065.0,upto 5k,3995.0,1,y,yes,13,3,4,80,1,4,3,4,4,2,2,3
RM1390,31,26-35,no,travel_frequently,1125.0,research & development,1,3,life sciences,1,1956,4,male,48.0,1,2,research scientist,1,married,5003.0,5k-10k,5771.0,1,y,no,21,4,2,80,0,10,6,3,10,8,8,7
RM1396,31,26-35,yes,travel_frequently,754.0,sales,26,4,marketing,1,1967,1,male,63.0,3,2,sales executive,4,married,5617.0,5k-10k,21075.0,1,y,yes,11,3,3,80,0,10,4,3,10,7,0,8
RM1403,31,26-35,no,travel_rarely,1276.0,research & development,2,1,medical,1,1974,4,female,59.0,1,1,laboratory technician,4,divorced,1129.0,upto 5k,17536.0,1,y,yes,11,3,3,80,3,1,4,3,1,0,0,0
RM1406,31,26-35,no,non-travel,697.0,research & development,10,3,medical,1,1979,3,female,40.0,3,3,research director,3,married,11031.0,10k-15k,26862.0,4,y,no,20,4,3,80,1,13,2,4,11,7,4,8
RM1418,31,26-35,no,travel_rarely,1154.0,sales,2,2,life sciences,1,1996,1,male,54.0,3,1,sales representative,3,married,3067.0,upto 5k,6393.0,0,y,no,19,3,3,80,1,3,1,3,2,2,1,2
RM1464,31,26-35,no,non-travel,325.0,research & development,5,3,medical,1,2057,2,male,74.0,3,2,manufacturing director,1,single,9936.0,5k-10k,3787.0,0,y,no,19,3,2,80,0,10,2,3,9,4,1,7
RM006,32,26-35,no,travel_frequently,1005.0,research & development,2,2,life sciences,1,8,4,male,79.0,3,1,laboratory technician,4,single,3068.0,upto 5k,11864.0,0,y,no,13,3,3,80,0,8,2,2,7,7,3,6
RM017,32,26-35,no,travel_rarely,334.0,research & development,5,2,life sciences,1,21,1,male,80.0,4,1,research scientist,2,divorced,3298.0,upto 5k,15053.0,0,y,yes,12,3,4,80,2,7,5,2,6,2,0,5
RM061,32,26-35,no,travel_rarely,427.0,research & development,1,3,medical,1,78,1,male,33.0,3,2,manufacturing director,4,married,6162.0,5k-10k,10877.0,1,y,yes,22,4,2,80,1,9,3,3,9,8,7,8
RM095,32,26-35,no,travel_rarely,1093.0,sales,6,4,medical,1,125,2,male,87.0,3,2,sales executive,3,single,5010.0,5k-10k,24301.0,1,y,no,16,3,1,80,0,12,0,3,11,8,5,7
RM102,32,26-35,no,travel_rarely,827.0,research & development,1,1,life sciences,1,134,4,male,71.0,3,1,research scientist,1,single,2956.0,upto 5k,15178.0,1,y,no,13,3,4,80,0,1,2,3,1,0,0,0
RM155,32,26-35,no,travel_frequently,967.0,sales,8,3,marketing,1,207,2,female,43.0,3,3,sales executive,4,single,8998.0,5k-10k,15589.0,1,y,no,14,3,4,80,0,9,2,3,9,8,3,7
RM170,32,26-35,no,travel_rarely,120.0,research & development,6,5,life sciences,1,231,3,male,43.0,3,1,research scientist,3,single,3038.0,upto 5k,12430.0,3,y,no,20,4,1,80,0,8,2,3,5,4,1,4
RM239,32,26-35,no,travel_rarely,1401.0,sales,4,2,life sciences,1,330,3,female,56.0,3,1,sales representative,2,married,3931.0,upto 5k,20990.0,2,y,no,11,3,1,80,1,6,5,3,4,3,1,2
RM240,32,26-35,yes,travel_rarely,515.0,research & development,1,3,life sciences,1,331,4,male,62.0,2,1,laboratory technician,3,single,3730.0,upto 5k,9571.0,0,y,yes,14,3,4,80,0,4,2,1,3,2,1,2
RM242,32,26-35,no,non-travel,976.0,sales,26,4,marketing,1,333,3,male,100.0,3,2,sales executive,4,married,4465.0,upto 5k,12069.0,0,y,no,18,3,1,80,0,4,2,3,3,2,2,2
RM261,32,26-35,no,travel_frequently,1311.0,research & development,7,3,life sciences,1,359,2,male,100.0,4,1,laboratory technician,2,married,2794.0,upto 5k,26062.0,1,y,no,20,4,3,80,0,5,3,1,5,1,0,3
RM263,32,26-35,no,travel_rarely,128.0,research & development,2,1,technical degree,1,362,4,male,84.0,2,2,laboratory technician,1,single,2176.0,upto 5k,19737.0,4,y,no,13,3,4,80,0,9,5,3,6,2,0,4
RM307,32,26-35,no,travel_rarely,906.0,sales,7,3,life sciences,1,420,4,male,91.0,2,2,sales executive,3,married,5484.0,5k-10k,16985.0,1,y,no,14,3,3,80,1,13,3,2,13,8,4,8
RM320,32,26-35,no,travel_rarely,588.0,sales,8,2,technical degree,1,436,3,female,65.0,2,2,sales executive,2,married,5228.0,5k-10k,24624.0,1,y,yes,11,3,4,80,0,13,2,3,13,12,11,9
RM323,32,26-35,no,travel_rarely,1018.0,research & development,2,4,medical,1,439,1,female,74.0,4,2,research scientist,4,single,5055.0,5k-10k,10557.0,7,y,no,16,3,3,80,0,10,0,2,7,7,0,7
RM352,32,26-35,no,travel_rarely,1062.0,research & development,2,3,medical,1,471,3,female,75.0,3,1,laboratory technician,2,married,2370.0,upto 5k,3956.0,1,y,no,13,3,3,80,1,8,4,3,8,0,0,7
RM470,32,26-35,yes,non-travel,1474.0,sales,11,4,other,1,631,4,male,60.0,4,2,sales executive,3,married,4707.0,upto 5k,23914.0,8,y,no,12,3,4,80,0,6,2,3,4,2,1,2
RM501,32,26-35,no,travel_rarely,646.0,research & development,9,4,life sciences,1,679,1,female,92.0,3,2,research scientist,4,married,6322.0,5k-10k,18089.0,1,y,yes,12,3,4,80,1,6,2,2,6,4,0,5
RM528,32,26-35,no,travel_rarely,929.0,sales,10,3,marketing,1,722,4,male,55.0,3,2,sales executive,4,single,5396.0,5k-10k,21703.0,1,y,no,12,3,4,80,0,10,2,2,10,7,0,8
RM532,32,26-35,no,travel_rarely,1018.0,research & development,3,2,life sciences,1,727,3,female,39.0,3,3,research director,4,single,11159.0,10k-15k,19373.0,3,y,no,15,3,4,80,0,10,6,3,7,7,7,7
RM559,32,26-35,no,travel_frequently,430.0,research & development,24,4,life sciences,1,772,1,male,80.0,3,2,laboratory technician,4,married,5309.0,5k-10k,21146.0,1,y,no,15,3,4,80,2,10,2,3,10,8,4,7
RM601,32,26-35,no,travel_rarely,859.0,research & development,4,3,life sciences,1,830,3,female,98.0,2,2,manufacturing director,3,married,6162.0,5k-10k,19124.0,1,y,no,12,3,3,80,1,14,3,3,14,13,6,8
RM623,32,26-35,no,travel_rarely,117.0,sales,13,4,life sciences,1,859,2,male,73.0,3,2,sales executive,4,divorced,4403.0,upto 5k,9250.0,2,y,no,11,3,3,80,1,8,3,2,5,2,0,3
RM627,32,26-35,no,travel_rarely,638.0,research & development,8,2,medical,1,865,3,female,91.0,4,2,research scientist,3,married,5175.0,5k-10k,22162.0,5,y,no,12,3,3,80,1,9,3,2,5,3,1,3
RM638,32,26-35,no,non-travel,300.0,research & development,1,3,life sciences,1,882,4,male,61.0,3,1,laboratory technician,4,divorced,2314.0,upto 5k,9148.0,0,y,no,12,3,2,80,1,4,2,3,3,0,0,2
RM642,32,26-35,no,travel_frequently,379.0,sales,5,2,life sciences,1,889,2,male,48.0,3,2,sales executive,2,married,6524.0,5k-10k,8891.0,1,y,no,14,3,4,80,1,10,3,3,10,8,5,3
RM657,32,26-35,yes,travel_rarely,374.0,research & development,25,4,life sciences,1,911,1,male,87.0,3,1,laboratory technician,4,single,2795.0,upto 5k,18016.0,1,y,yes,24,4,3,80,0,1,2,1,1,0,0,1
RM683,32,26-35,no,non-travel,1184.0,research & development,1,3,life sciences,1,951,3,female,70.0,2,1,laboratory technician,2,married,2332.0,upto 5k,3974.0,6,y,no,20,4,3,80,0,5,3,3,3,0,0,2
RM693,32,26-35,no,travel_rarely,498.0,research & development,3,4,medical,1,966,3,female,93.0,3,2,manufacturing director,1,married,6725.0,5k-10k,13554.0,1,y,no,12,3,3,80,1,8,2,4,8,7,6,3
RM757,32,26-35,no,non-travel,1109.0,research & development,29,4,medical,1,1046,4,female,69.0,3,1,laboratory technician,3,single,4025.0,upto 5k,11135.0,9,y,no,12,3,2,80,0,10,2,3,8,7,7,7
RM851,32,26-35,no,non-travel,862.0,sales,2,1,life sciences,1,1190,3,female,76.0,3,1,sales representative,1,divorced,2827.0,upto 5k,14947.0,1,y,no,12,3,3,80,3,1,3,3,1,0,0,0
RM881,32,26-35,no,travel_frequently,116.0,research & development,13,3,other,1,1234,3,female,77.0,2,1,laboratory technician,2,married,2743.0,upto 5k,7331.0,1,y,no,20,4,3,80,1,2,2,3,2,2,2,2
RM882,32,26-35,no,travel_frequently,1316.0,research & development,2,2,life sciences,1,1235,4,female,38.0,3,2,research scientist,3,single,4998.0,upto 5k,2338.0,4,y,yes,14,3,4,80,0,10,2,3,8,7,0,7
RM936,32,26-35,no,travel_rarely,604.0,sales,8,3,medical,1,1304,3,male,56.0,4,2,sales executive,4,married,6209.0,5k-10k,11693.0,1,y,no,15,3,3,80,2,10,4,4,10,7,0,8
RM940,32,26-35,yes,travel_rarely,1089.0,research & development,7,2,life sciences,1,1309,4,male,79.0,3,2,laboratory technician,3,married,4883.0,upto 5k,22845.0,1,y,no,18,3,1,80,1,10,3,3,10,4,1,1
RM992,32,26-35,no,travel_rarely,499.0,sales,2,1,marketing,1,1396,3,male,36.0,3,2,sales executive,2,married,4078.0,upto 5k,20497.0,0,y,yes,13,3,1,80,3,4,3,2,3,2,1,2
RM1027,32,26-35,no,travel_rarely,601.0,sales,7,5,marketing,1,1446,4,male,97.0,3,2,sales executive,4,married,9204.0,5k-10k,23343.0,4,y,no,12,3,3,80,1,7,3,2,4,3,0,3
RM1076,32,26-35,no,travel_rarely,495.0,research & development,10,3,medical,1,1516,3,male,64.0,3,3,manager,4,single,11244.0,10k-15k,21072.0,2,y,no,25,4,2,80,0,10,5,4,5,2,0,0
RM1102,32,26-35,no,travel_rarely,824.0,research & development,5,2,life sciences,1,1555,4,female,67.0,2,2,research scientist,2,married,5878.0,5k-10k,15624.0,3,y,no,12,3,1,80,1,12,2,3,7,1,2,5
RM1114,32,26-35,no,non-travel,1200.0,research & development,1,4,technical degree,1,1574,4,male,62.0,3,2,research scientist,1,married,4087.0,upto 5k,25174.0,4,y,no,14,3,2,80,1,9,3,2,6,5,1,2
RM1140,32,26-35,no,travel_rarely,634.0,research & development,5,4,other,1,1607,2,female,35.0,4,1,research scientist,4,married,3312.0,upto 5k,18783.0,3,y,no,17,3,4,80,2,6,3,3,3,2,0,2
RM1191,32,26-35,no,travel_rarely,977.0,research & development,2,3,medical,1,1671,4,male,45.0,3,2,research scientist,2,divorced,5470.0,5k-10k,25518.0,0,y,no,13,3,3,80,2,10,4,2,9,5,1,6
RM1206,32,26-35,yes,travel_rarely,1259.0,research & development,2,4,life sciences,1,1692,4,male,95.0,3,1,laboratory technician,2,single,1393.0,upto 5k,24852.0,1,y,no,12,3,1,80,0,1,2,3,1,0,0,0
RM1227,32,26-35,no,travel_frequently,585.0,research & development,10,3,life sciences,1,1720,1,male,56.0,3,1,research scientist,3,married,3433.0,upto 5k,17360.0,6,y,no,13,3,1,80,1,10,3,2,5,2,1,3
RM1238,32,26-35,yes,travel_rarely,964.0,sales,1,2,life sciences,1,1734,1,male,34.0,1,2,sales executive,2,single,6735.0,5k-10k,12147.0,6,y,no,15,3,2,80,0,10,2,3,0,0,0,0
RM1242,32,26-35,no,travel_rarely,371.0,sales,19,3,life sciences,1,1739,4,male,80.0,1,3,sales executive,3,married,9610.0,5k-10k,3840.0,3,y,no,13,3,3,80,1,10,2,1,4,3,0,2
RM1261,32,26-35,no,non-travel,953.0,research & development,5,4,technical degree,1,1764,2,male,65.0,3,1,research scientist,2,single,2718.0,upto 5k,17674.0,2,y,no,14,3,2,80,0,12,3,3,7,7,0,7
RM1320,32,26-35,no,travel_frequently,1318.0,sales,10,4,marketing,1,1853,4,male,79.0,3,2,sales executive,4,single,4648.0,upto 5k,26075.0,8,y,no,13,3,3,80,0,4,2,4,0,0,0,0
RM1327,32,26-35,yes,travel_rarely,414.0,sales,2,4,marketing,1,1862,3,male,82.0,2,2,sales executive,2,single,9907.0,5k-10k,26186.0,7,y,yes,12,3,3,80,0,7,3,2,2,2,2,2
RM1376,32,26-35,yes,travel_frequently,238.0,research & development,5,2,life sciences,1,1939,1,female,47.0,4,1,research scientist,3,single,2432.0,upto 5k,15318.0,3,y,yes,14,3,1,80,0,8,2,3,4,1,0,3
RM1389,32,26-35,no,non-travel,1146.0,research & development,15,4,medical,1,1955,3,female,34.0,3,2,healthcare representative,4,divorced,6667.0,5k-10k,16542.0,5,y,no,18,3,2,80,1,9,6,3,5,1,1,2
RM1395,32,26-35,no,travel_rarely,1373.0,research & development,5,4,life sciences,1,1966,4,male,56.0,2,2,manufacturing director,4,single,9679.0,5k-10k,10138.0,8,y,no,24,4,2,80,0,8,1,3,1,0,0,0
RM1427,32,26-35,no,travel_rarely,267.0,research & development,29,4,life sciences,1,2010,3,female,49.0,2,1,laboratory technician,2,single,2837.0,upto 5k,15919.0,1,y,no,13,3,3,80,0,6,3,3,6,2,4,1
RM1429,32,26-35,no,travel_rarely,234.0,sales,1,4,medical,1,2013,2,male,68.0,2,1,sales representative,2,married,2269.0,upto 5k,18024.0,0,y,no,14,3,2,80,1,3,2,3,2,2,2,2
RM1432,32,26-35,no,travel_rarely,801.0,sales,1,4,marketing,1,2016,3,female,48.0,3,3,sales executive,4,married,10422.0,10k-15k,24032.0,1,y,no,19,3,3,80,2,14,3,3,14,10,5,7
RM1450,32,26-35,no,travel_rarely,529.0,research & development,2,3,technical degree,1,2038,4,male,78.0,3,1,research scientist,1,single,2439.0,upto 5k,11288.0,1,y,no,14,3,4,80,0,4,4,3,4,2,1,2
RM004,33,26-35,no,travel_frequently,1392.0,research & development,3,4,life sciences,1,5,4,female,56.0,3,1,research scientist,3,married,2909.0,upto 5k,23159.0,1,y,yes,11,3,3,80,0,8,3,3,8,7,3,0
RM040,33,26-35,no,travel_frequently,1141.0,sales,1,3,life sciences,1,52,3,female,42.0,4,2,sales executive,1,married,5376.0,5k-10k,3193.0,2,y,no,19,3,1,80,2,10,3,3,5,3,1,3
RM056,33,26-35,no,travel_frequently,515.0,research & development,1,2,life sciences,1,73,1,female,98.0,3,3,research director,4,single,13458.0,10k-15k,15146.0,1,y,yes,12,3,3,80,0,15,1,3,15,14,8,12
RM122,33,26-35,no,non-travel,750.0,sales,22,2,marketing,1,160,3,male,95.0,3,2,sales executive,2,married,6146.0,5k-10k,15480.0,0,y,no,13,3,1,80,1,8,2,4,7,7,0,7
RM177,33,26-35,no,travel_rarely,134.0,research & development,2,3,life sciences,1,242,3,male,90.0,3,1,research scientist,4,single,2500.0,upto 5k,10515.0,0,y,no,14,3,1,80,0,4,2,4,3,1,0,2
RM186,33,26-35,no,travel_rarely,931.0,research & development,14,3,medical,1,252,4,female,72.0,3,1,research scientist,2,married,2756.0,upto 5k,4673.0,1,y,no,13,3,4,80,1,8,5,3,8,7,1,6
RM222,33,26-35,no,travel_rarely,147.0,research & development,4,4,medical,1,305,3,female,47.0,2,1,research scientist,2,married,2622.0,upto 5k,13248.0,6,y,no,21,4,4,80,0,7,3,3,3,2,1,1
RM235,33,26-35,yes,travel_rarely,813.0,research & development,14,3,medical,1,325,3,male,58.0,3,1,laboratory technician,4,married,2436.0,upto 5k,22149.0,5,y,yes,13,3,3,80,1,8,2,1,5,4,0,4
RM237,33,26-35,yes,travel_rarely,465.0,research & development,2,2,life sciences,1,328,1,female,39.0,3,1,laboratory technician,1,married,2707.0,upto 5k,21509.0,7,y,no,20,4,1,80,0,13,3,4,9,7,1,7
RM247,33,26-35,no,travel_rarely,832.0,research & development,5,4,life sciences,1,338,3,female,63.0,2,1,research scientist,4,married,2911.0,upto 5k,14776.0,1,y,no,13,3,3,80,1,2,2,2,2,2,0,2
RM314,33,26-35,no,travel_frequently,553.0,research & development,5,4,life sciences,1,428,4,female,74.0,3,3,manager,2,married,11878.0,10k-15k,23364.0,6,y,no,11,3,2,80,2,12,2,3,10,6,8,8
RM329,33,26-35,no,travel_frequently,508.0,sales,10,3,marketing,1,446,2,male,46.0,2,2,sales executive,4,single,4682.0,upto 5k,4317.0,3,y,no,14,3,3,80,0,9,6,2,7,7,0,1
RM364,33,26-35,yes,travel_rarely,350.0,sales,5,3,marketing,1,485,4,female,34.0,3,1,sales representative,3,single,2851.0,upto 5k,9150.0,1,y,yes,13,3,2,80,0,1,2,3,1,0,0,0
